name,stars,review,cooking_type,address,usd_avg,state,rating,numrev,goog_price,cuisine,bstars,cstars,pc,zip
Mana Food Bar,0.0,"Feeling like your body needs a jump-start? Mana, whose name translates to ""the life force coursing through nature,"" is a good place to get your mojo back. Though welcoming to vegans, vegetarians, gluten-free diners, and anyone who's looking for a nutrient boost, it's not just health food: the small space also offers a full bar with sake cocktails, smoothies, and freshly squeezed juices. Mana may be a tiny spot, but its diverse menu of vegetarian dishes is big on taste-and spice. Korean bibimbap mixes a roster of vegetables like pea pods, roasted carrots, and pickled daikon with a fresh sunny side-up egg; while horseradish and cracked black pepper sneak into macaroni and cheese. House-made hot sauce with serranos and jalapeños adds extra pep to any dish.",Vegetarian,"1742 W. Division St., Chicago 60622",18.5,IL,4.5,113,2,103,0,0,18.5,60622
Mercat a la Planxa,0.0,"Within a cavernous space in the Renaissance Blackstone hotel, Mercat a la Planxa recreates the hustle and bustle of a Spanish marketplace with an extensive menu of Catalan tapas. The dining room's tightly packed tables are perfect for grazing, and soaring ceilings along with cathedral windows overlooking Grant Park impress locals and out-of-towners alike. Plump, crunchy gambas al ajillo are bathed in buttery garlic sauce with a hint of lemon, and servers add to the excitement by drizzling jus over skewers of bacon-wrapped lamb loin medallions at the table. This is the kind of place where nary a splash of sauce is left behind, so use those slices of brioche-with a swipe of sweet onion purée for good measure-to sop up every last delicious drop.",Spanish,"638 S. Michigan Ave., Chicago 60605",37.0,IL,4.0,162,3,98,0,0,37.0,60605
mk,0.0,"After nearly two decades in business, larger than life ""mk"" still welcomes all to Chef/owner Michael Kornick's eponymous flagship. Rich brown tones warm up the former paint factory's lofty interior, which features a skylit space that's beloved citywide for big nights and romantic evenings. There's a seasonal dish here to sate every appetite, whether diners are seated at linen-draped tables or perched on sleek stools in the lounge area. Bar bites offer upscale indulgences like bison sliders tucked into bone marrow-buttered focaccia, while a dual preparation of tartares-yellowfin tuna with Moroccan olives complementing Scottish salmon with charred red onion-could be a meal on its own. For dessert, citrusy ""Where troubles melt like lemon drops"" is every bit as charming as its name.",American,"868 N. Franklin St., Chicago 60610",62.0,IL,4.5,88,3,2,0,0,37.0,60610
Paramount Room,0.0,"Though a few blocks north of the hot-and-heavy Fulton Market food scene, this edgy joint, equal parts gastropub and dive bar, more than holds its own. To start, make like the cool kids and order something from the well-stocked bar: Moscow Mules are presented properly in frosty copper mugs, killer Bloody Marys are fortified by skewers of huge olives and blocks of dill Havarti, and the beer list boasts there's ""no crap on tap"". Paramount's menu features dishes that make the most of top-quality ingredients, like a plump burger crafted from 100 percent Wagyu beef on a toasted brioche bun. Daily specials have featured a trio of sweet and zesty pulled pork sliders sided by a heap of crisp and crunchy tempura-style green beans.",Gastropub,"415 N. Milwaukee Ave., Chicago 60654",37.0,IL,4.1,70,2,10,0,0,37.0,60654
Pho Xe Tang - Tank Noodle,0.0,"A stone's throw from the Little Saigon EL, this simple corner spot keeps pho enthusiasts coming back for more. Communal cafeteria-style tables, crowded during prime meal times, are stocked with all the necessary funky and spicy condiments. Efficient service keeps the joint humming and lets the patrons focus on slurping. Pho is the definitive draw here, and this fragrant, five-spiced, rice noodle- and beef-filled broth is accompanied by sprouts, lime wedges, and plenty of basil. Other delights on the massive menu include shrimp- and pork-stuffed rice flour rolls with addictive sweet and sour nuoc cham; followed by spicy catfish soup simmered with an intriguing combination of okra, pineapple, and bamboo shoots drizzled with garlic oil.",Vietnamese,"4953-55 N. Broadway, Chicago 60640",18.5,IL,4.2,248,2,104,0,0,18.5,60640
Ras Dashen,0.0,"Take the hostess up on her offer to sit at a traditional table and enjoy Ras Dashen's Ethiopian items in a truly authentic environment. Cushioned rattan chairs surrounding low mossab tables with conical domed lids await communal trays arriving from the kitchen. The bar serves Ethiopian honey wine, African beers, and cocktails like the rosy champagne qay arafa for those who want to fully immerse themselves in the culinary culture. Delicately crisp, lentil-stuffed sambusas whet the appetite for doro wat, the national dish of Ethopia, which does its country proud with aromatic and tender braised chicken in a sumptuous berbere sauce. Sides of warm ib cheese, freshly made from buttermilk, and spongy injera cool the palate from the creeping heat.",Ethiopian,"5846 N. Broadway, Chicago 60660",37.0,IL,4.2,94,2,40,0,0,37.0,60660
Riva,0.0,"If a stroll along Navy Pier works up an appetite, follow your nose (and stomach) past the Ferris wheel to Riva, a nautically themed escape from the carnival atmosphere. The upstairs dining room is a visual feast, with colorful murals above the open kitchen and sweeping lakeshore views; while a casual café downstairs serves drinks and light bites. Though the menu swims with seafood, Prime steaks and Italian-inspired dishes like pear-and-cheese agnolotti offer variety. Caper-studded Louis sauce augments a single plump cake of jumbo lump crab with a crisp side of Asian slaw. A fillet of Atlantic salmon is placed atop a vibrant plate and paired with cherry tomato fondue, a handful of quartered Brussels sprouts, and bite-sized potato gnocchetti.",Seafood,"700 E. Grand Ave., Chicago 60611",37.0,IL,3.6,102,3,91,0,0,37.0,60611
The Rosebud,0.0,"The Rosebud holds its own among the brass of University Village's Italian thoroughfare. The original location of what is now an extended family of restaurants throughout Chicagoland, it's nothing if not classic with its red neon sign, dark carved wood, and cool but accommodating all-male waitstaff. Italian wedding soup brings comfort with moist, tiny meatballs, escarole, and acini di pepe simmered in broth; while sweet sausage chunks, caramelized onions, and a garlicky white wine sauce make chicken giambotta a satisfying choice. Loyal clientele crowd around white tablecloths for platters of their favorite chicken parmesan or linguine topped with a mountain of clams. Also, dessert is not to be missed: a single slice of carrot cake will gratify the whole table.",Italian,"1500 W. Taylor St., Chicago 60607",37.0,IL,4.4,130,2,54,0,0,37.0,60607
Schwa,1.0,"There comes a point when pared-down style jumps from being easy-to-miss and becomes hard-to-forget (think security grills on the façade). When a utilitarian and self-consciously bare interior seems modern and industrial. When temporarily disconnected phone lines and full mailboxes make every hipster in the room feel like he hit the jackpot to score this reservation. The booming hip-hop peppered with expletives reflects the deeply talented chefs' ethos, going well beyond laissez-faire to reach the point of ""we don't give a damn."" That said, you probably won't either. The food really is that good. The 14-course nightly tasting has no menu really to speak of, but there are plenty of tattooed servers ready to describe each dish with details that come at you rapid fire. While some courses may seem way out of balance in terms of flavor and textural complexity, others have been known to show nuance and delicacy-as evident in the smooth and fine Osetra caviar sitting in a mélange of cashew nut purée, tender hearts of palm, and fried plantain chips; or a single quail egg raviolo with its glossy and unctuous brown butter sauce. Desserts can be pure genius, beginning with watermelon ice and unagi ice cream-a sprinkle of togarashi perfectly foils the intensity of this treat.",Contemporary,"1466 N. Ashland Ave., Chicago 60662",112.5,IL,4.6,51,4,2,1,1,112.5,60662
Spacca Napoli,0.0,"Long before Chicago deep-dish, Italy was famous for its Neapolitan pies. The ""Vera Pizza Napoletana"" sign at Spacca Napoli's door proclaims that this is the real deal, Naples-certified pizza, thanks to its authentic pizzaiolo, Jonathan Goldsmith. That glass-tiled custom Bisazza wood-burning oven in the center of the open kitchen is a tip-off, too. The casual menu features a dozen varieties of red or white pizzas, along with antipasti and desserts for those who need more than a pie. Juice glasses filled with wine and served alongside crispy squash blossoms stuffed with ricotta and sweet peppers whet appetites. Pizzas arrive uncut, blistered, and charred, with just enough chewy bite to let the fresh mozzarella-cow's milk or bufala-and toppings shine.",Pizza,"1769 W. Sunnyside Ave., Chicago 60640",18.5,IL,4.6,196,2,82,0,0,37.0,60640
Topolobampo,1.0,"This jewel in Bayless' culinary crown welcomes a rush of serious eaters and canoodlers for original south-of-the-border fare-with an upscale twist. While it may share an entrance and bar with sibling, Frontera Grill, that is where the likeness ends. Walk past a sliding door to enter this elegant, terra cotta-lined dining room, which feels worlds away from the fiesta upfront. Lunch is notably laid-back, but chatty, over-eager servers turn dinner into a more exhaustive experience. Enduring their descriptive chalk talk may feel a bit like sitting through a college lecture for some, but be patient as you will be rewarded with exceptional food boasting a panoply of flavors, colors, and textures. A trio of ceviches highlighting albacore, tomato, and olive; Yucatecan shrimp and calamari; and tuna coctel make for divine starters. And, the sopa seca de fideos, tossed in a saucy tomato-morita broth and fortified by chorizo, crema, and Brussels sprouts, is perhaps the best in the country. Desserts are flagrantly inventive and the strongest element of this epicurean show. A torta de elote or warm corn cake with golden corn ice cream, cherry preserves, and salty caramel corn is absolutey fantastic.",Mexican,"445 N. Clark St., Chicago 60654",112.5,IL,4.3,155,3,66,1,1,37.0,60654
Tru,1.0,"Fine dining at Tru has a strong air of formality that extends from the service team to the moneyed, well-dressed clientele. Beyond the discreet exterior, find an intimate lounge with a spotlit and vivid blue sculpture. Decorative branches and net curtains divide the cavernous space; while white walls adorned with Warhol lithographs lend a luxe-gallery feel. Leather and velvet banquettes surrounding well-spaced tables are popular for quiet gatherings or romantic interludes. The variety of dining options begins with an excellent prix-fixe, extending all the way up to a deep-pocketed caviar selection. However, the menu fulfills its literal promise of exploring Chef Anthony Martin's very modern kitchen. Superlative talent is abundantly clear in the smooth and silky foie gras covered in a thin shell of sugar and counterbalanced by segments of blood orange. Succulent and pearly white halibut is seared to perfection and seasoned with a warm, chive-infused cream sauce, while Berkshire pork is the center of an impeccable presentation of ""petit vegetables"" including brilliantly crisp and tender peas. Solid desserts include an apple strudel filled with golden currants and flanked by an icy scoop of pear sorbet. Splurge on the extraordinary wine pairings.",Contemporary,"676 N. St. Clair St., Chicago 60611",112.5,IL,4.4,91,4,44,1,1,112.5,60611
North Pond,1.0,"Sitting just north of the pond, this former warming house for ice skaters has been reconceived as a chic Craftsman-style cottage with windows overlooking the shimmering water. Flickering candles and wood accents make it feel like a remote forest lodge, and a quote from Chaucer over the wine rack enhances the overall historic feel. Both the reasonably priced à la carte and fixed menus appear simple, listing one or two main seasonal ingredients often repeated with new insight throughout a meal. However, each dish elevates farm-to-table cooking with creative exploration. This is at once clear in the ""egg, bacon,"" its velvety yolk ready to spill over and lushly sauce the roasted rapini, bacon confit, and dark slice of toasted pumpernickel beneath. This may be followed by pearly white fluke set over deep-green kale braised with bacon and paired with shards of crisped kale, juice-like kale foam, as well as bacon bits, purple potato slices, sweet apple balls, toasted hazelnuts, and a single, succulent Gulf shrimp. Finish with a quenelle of unique smoked olive oil sorbet paired with torn pieces of herbaceous rosemary cake, cinnamon-laced apple, spiced pecans, puffs of apple foam, and salt-pepper crumble. Then breathe a sigh of supreme satisfaction.",Contemporary,"2610 N. Cannon Dr., Chicago 60614",62.0,IL,4.4,66,3,2,1,1,37.0,60614
Everest,1.0,"Summit the historic Chicago Stock Exchange building via a private elevator to reach the sophisticated-though not outdated-scene at Everest on the 40th floor. The sunken-level dining room stays dimly lit by contemporary circular metal light fixtures, all the better to gaze admiringly at the views from the windows framing the formal space. Heavy white linens and abstract bronze sculptures adorn each table, at which smartly-dressed guests take it all in. Alsatian chef Jean Joho keeps to the French tradition on his degustation and prix-fixe menus, with nods to local ingredients among the classical techniques and pairings presented nightly. Where other chefs may feel the need to update and tweak time-honored dishes, Everest celebrates its classics. Subtle hints of ginger in a rich Gewürztraminer butter sauce complement succulent chunks of fresh Maine lobster. Two thick, bone-in lamb chops, ringed elegantly with flavorful fat, are tender but never too chewy, their richness amplified by delicate, silken spring garlic flan and a bed of crisp green beans that soak up the thyme jus. Cap it all off with tart and sweet pistachio vanilla succès dabbed with ruddy rhubarb jam.",French,"440 S. LaSalle St., Chicago 60605",112.5,IL,4.3,80,4,44,1,1,112.5,60605
Tipsy Parson,0.0,"The masculine bar shelved with books and premium spirits, dining room bric-a-brac, and French doors overlooking a garden clearly convey familiar, homey comfort. Dining here is like visting at an old friend's house, starting with drinks in the living room and ending on the back porch. But with much better food.The chive buttermilk biscuit is a distinctive, flaky force to be reckoned with. Clear Southern flavors are further explored with sour pickles and thick slices of green tomatoes both dredged in cornmeal and deep-fried to piping hot perfection, served with buttermilk dressing, avocado salad, tomato jam, and hatch chile salsa. Small plates like ""big damn shrimp"" do not disappoint, but save room for the superb cornflake-topped crumble for two.",American,"156 Ninth Ave., New York 10011",37.0,NY,3.9,123,2,45,0,0,37.0,10011
Pylos,0.0,"Restaurateur Christos Valtzoglou has found the winning formula with this longstanding hideaway. Although his Heartbreak and Boukies may be faded memories, Pylos continues to sparkle as brightly as the Aegean Sea on a summer day. Taking its name from the Greek translation of ""made from clay,"" this contemporary taverna features a ceiling canopy of suspended terra-cotta pots dressing up a room with whitewashed walls and lapis-blue insets. Pale-green stemware and stark white crockery are used to serve Greek wines and a menu of rustic home-style cooking. Gigantes are baked in honey-scented tomato-dill sauce; grilled marinated octopus is drizzled with balsamic reduction; and anginares moussaka is a creamy vegetarian take on the classic made with artichokes.",Greek,"128 E. 7th St., New York 10009",37.0,NY,4.5,150,3,48,0,0,37.0,10009
The Breslin,1.0,"Not sure you've come to the right place? Just look for those new media hotties climbing out of black cars, and know that you've arrived at The Breslin. Attached to the markedly hip Ace Hotel, this uber-stylish gastropub, known for its pretty patrons and perpetual buzz, is a place to see and be seen. Booths tucked into nooks on one side of the room are by far the best seats in the house, but all is not lost if you can't nab one. Close-knit tables adorned with white china and rustic wooden boards are equally inviting, with views of the open kitchen. If your welcome was a bit...well lukewarm...you'll find that the tee- and tattoo-donning staff warms up as service progresses-not unlike one's appreciation for the chef's outstanding creations. Parmesan and fried parsley leaves gild the romaine in a delicious, very garlicky Caesar salad; just as a coiled link of terrifically flavored merguez is perfectly finished with smoky Marcona almond aïoli. Meanwhile, warm and milky burrata gains great flavor and texture when kissed by nutty hazelnut pesto. Clementine cake frosted with mascarpone and dates is a sweet example of how this kitchen elevates seemingly simple eats to thoroughly stellar treats.",Gastropub,"16 W. 29th St., New York 10001",62.0,NY,4.2,347,3,18,1,1,62.0,10001
Don's Bogam,0.0,"At Don's Bogam, the food is fantastic and service indulgent. So, reserve ahead as every seat is filled-from the festive bar up front right down to those fun two-tops sporting blazing grills. Make no mistake-this is no average K-town joint. Inside, a top-notch venting system lets diners enjoy a smoke-free evening of exceptional grilled meats. Start wtih deep-fried pork mandu, which are crisp, on-point, and extra divine. Wonderfully flaky buchu gochu pajeon is studded with chives for perfect flavor; while pork belly marinated in red wine is smoky and supremely tender. For the ultimate payoff, opt for the memorable beef platter featuring thinly sliced macun and yangneuym galbi set beside king trumpet mushrooms-meaty and mouthwatering in their own right.",Korean,"17 E. 32nd St., New York 10016",37.0,NY,4.2,109,2,58,0,0,37.0,10016
Soba Totto,0.0,"It's a jam-packed lunchtime operation here at Soba Totto, where business folks gather and quickly fill the popular space. As the name suggests, everyone arrives in droves for the tasty homemade soba. Dinnertime brings a mellower vibe, and a crowd of beer- and sake-sipping patrons ordering tasty plates of spicy fried chicken and yakitori galore. Midday features several varieties of lunch sets. Tasty appetizers may unveil a salad of assorted pickles and simmered daikon in a sweet ginger dressing. Skip over the fried seafood in favor of the soba totto gozen set, which includes the wonderful soba in fragrant dashi; or try one of the many delicious dons topped with tasty tidbits like sea urchin and salmon roe or soy-marinated tuna, grated yam, and egg.",Japanese,"211 E. 43rd St., New York 10017",37.0,NY,4.2,97,3,55,0,0,62.0,10017
Madangsui,0.0,"With a menu that reads like a who's who list of Korean all-star dishes, Madangsui is one of those old-school joints that regulars and first-timers seem to enjoy equally well-most likely because when they do any one of their classic Korean dishes, they hit it out of the park. The setting is clean and simple (think Korean barbecue hall) and the staff genuinely warm and friendly, but the lip-smacking roster of classics is the real draw here. Past the lineup of terrific bi bim baps, don't miss the excellent mandu, fried to perfection and piped with tender pork and vegetables; or japchae, a sweet potato noodle stir fry; or one of the restaurant's increasingly popular lunch specials-imagine a refreshing bowl of naengmyeon served in icy cold broth.",Korean,"35 W. 35th St., New York 10001",37.0,NY,4.0,85,2,58,0,0,37.0,10001
Oceana,0.0,"A more apposite name would be hard to imagine and that's not just because this restaurant serves the bounty of the sea; it also stretches out as far as the eye can see. Get a table in the far corner and you may feel you've sailed to distant shores, while the sheer scale of the room may leave you feeling mildly Lilliputian. Come during the day and you'll witness Corporate America at lunch-and they clearly appreciate the efficiency with which it's run. The menu offers enough choice to satisfy the most demanding of sea dogs: there are oysters and lobsters, classics and more contemporary offerings; there are dishes for two like salt-baked mackerel or paella and, for those who fancy themselves as hunter-gatherers, whole fish.",Seafood,"120 W. 49th St., New York 10020",62.0,NY,4.3,131,3,91,0,0,37.0,10020
Caravaggio,0.0,"Nestled among Madison Avenue boutiques and commanding a rather formal air, this highbrow Italian dining room is a good reason to dress up and splurge. The slender setting is adorned with silk-lined walls, sleek leather seating, and evocative artwork. The well-dressed staff is serious, but their hospitality is genuine. The team of highly experienced co-chefs is equally intense in turning out their skilled cooking. Antipasti might include an elegant, warm octopus salad with baby artichoke and crispy potatoes, while heartier options may feature house-made cavatelli with jumbo crabmeat and sea urchin. Lunch offers a more pared-down experience, but a bowlful of velvety pasta e fagioli stocked with plump borlotti beans is a perfect post-shopping tonic.",Italian,"23 E. 74th St., New York 10021",62.0,NY,4.1,26,4,54,0,0,112.5,10021
Community Food &amp; Juice,0.0,"As part of Columbia University's sprawl, this address is a godsend for students, faculty, and locals from morning to night. Although it's spacious with plenty of outdoor options, the popular spot doesn't accept reservations-and has the lines to prove it. Executive Chef/partner Neil Kleinberg (also of downtown fave Clinton St. Baking Company) turns out joyful fare, and the weekly blueberry pancake special is just one reason why this place gets so much love. For lunch, a kale salad with artichoke hearts, pickled carrots, and crispy chickpeas is anything but rote. Come dinnertime, the fish or steak of the day has revealed pan-seared mahi-mahi with roasted cauliflower and black truffle beurre blanc, or grilled strip steak brushed with glistening teriyaki.",American,"2893 Broadway, New York 10025",37.0,NY,3.9,160,2,2,0,0,37.0,10025
Miranda,0.0,"The cuisines of Latin America and Italy join for a splendid union at this Williamsburg trattoria, run by husband-wife team Sasha and Mauricio Miranda. The pretty space is illuminated with jewel-toned votives and boasts a cement floor inlaid with oak, straw seat chairs, and exposed brick. Beyond this, the chef puts her impressive experience to work in the open kitchen. The house-made pappardelle is a perfect example of Miranda's unique approach: the wide delicate strands of pasta clutch on to bits of slow-cooked lamb in a dark, earthy, mole tasting of dried chilies, sweet spices, and bitter chocolate. Other items may include grilled baby octopus with avocado and jalapeño, or roasted pork tenderloin with tomato and cumin-scented Arborio rice.",Fusion,"80 Berry St., Brooklyn 11211",37.0,NY,4.3,27,3,54,0,0,37.0,11211
Main Street Imperial Taiwanese Gourmet,0.0,"It's a real journey to this Taiwanese treasure-not only in its trek from the closest subway stop, but more importantly, in the experience. Here, the staff speaks their mother tongue for the most part, incense wafts from an altar, and the food is otherworldly. Dishes present dazzling, authentic flavors, easily savored in the peaceful atmosphere. Sweet, head-on shrimp arrive steamed and still in the shell, housing juice that accentuates the concentrated flavor when dipped in soy sauce. Likewise, the stinky tofu (a traditional delicacy) gets its flavor from a light sauté and a finish of kimchi-style pickles. And if you're any sort of fan of the famed oyster pancake, this outstanding version will remain in your memory long after the lengthy ride home.",Chinese,"59-14A Main St., Flushing 11355",18.5,NY,4.0,29,1,29,0,0,18.5,11355
La Sardine,0.0,"In a neighborhood packed to the gills with gastronomic innovation, La Sardine may be the most daring option of all, flaunting hearty French bistro food in a warm and rustic setting. The time-tested combination of wheezing accordion music, white linens, tile floors, and pastoral murals makes it all the rage among diners craving the familiar-and a $30 lunch prix-fixe doesn't hurt either. From escargots and steak tartare to bouillabaisse and steak frites, Chef/owner Jean-Claude Poilevey nails the classic bistro dishes. Don't miss the steak haché, a patty of excellent ground beef seared to perfection, then topped with smoked goat cheese and plated with truffle-laced Bibb lettuce, a thick slice of maple bacon, and crunchy fried onion rings.",French,"111 N. Carpenter St., Chicago 60607",37.0,IL,4.5,40,2,44,0,0,37.0,60607
Spiaggia,1.0,"This modern bi-level dining room showcases subdued shades of gray, an intricately tiled marble floor, and spacious seating that only money can buy. Its views of the lake and Magnificent Mile are just as priceless. Glass ""caves"" for wine and cheese, and charcuterie served at the bar whet the appetite. The kitchen reflects its elegant surrounds in treating each meticulously sourced ingredient with care, respect, and talent. Modern twists are clear throughout the menu, yet Spiaggia remains a very classic Italian restaurant. This is immediately evident in pasta courses such as the springy and resilient fresh tajarin; the thin and pale yellow noodles are twirled with a none-too-buttery sauce and generous shaving of fragrant white truffles. ""Little hats"" or cappelletti are stuffed with duck confit, leeks, and Parmigiano, then served in a rich duck consommé amid poached egg and dehydrated hen of the woods mushrooms. Venison with white truffles, chestnut purée, and tart macerated mulberries is amazingly delicate on all levels. Finish with puffs of blood orange meringue with pine-rosemary essence and pine-nut brittle. Ignore the occasional trip-ups and upsells; dining here is a true culinary journey.",Italian,"980 N. Michigan Ave., Chicago 60611",112.5,IL,4.3,104,4,54,1,1,112.5,60611
Laut,0.0,"Laut is a unique Malaysian restaurant that is at once cheerful and authentic yet never challenging or inaccessible. It is likewise true to its downtown spirit, in a room that features dim lighting and exposed brick prettied with chalk drawings of orchids and water lilies. The personable staff and menu of Southeast Asian delights are as steady as the constant crowd. Popular choices include roti telur, a thin and slightly crisped yet pliable pancake stuffed with scrambled eggs, onions, and peppers, paired with fragrant chicken curry and coconut dipping sauce. The nasi lemak is a dome of coconut rice surrounded with sweet chili shrimp, hard-boiled egg, roasted peanuts, and dried anchovies for mixing into an outrageously good mélange of Malaysian flavors.",Asian,"15 E. 17th St., New York 10003",37.0,NY,4.1,154,2,64,0,0,37.0,10003
Print,0.0,"Travel to these western hinterlands and breath a whiff of Californian sensibility. Print's home, off the lobby of the Ink48 hotel, has an easy-breezy layout that unites lounging and supping in a space that is pleasantly moody and particularly cozy. The talented team behind this locavore kitchen takes its mission seriously: there is a full time forager on payroll, water is poured into recycled glasses, the kitchen composts, and the menu highlights the provenance of ingredients. Seasonality and simplicity are shown in creations like a wintertime salad of watercress, blood orange, Medjool dates, crushed Marcona almonds, and sherry vinaigrette. During the summer, ride up to the 16th-floor Press lounge for drinks, small plates, and killer views.",American,"653 Eleventh Ave., New York 10036",37.0,NY,4.3,73,3,2,0,0,37.0,10036
Gather,0.0,"With its heavily vegetarian bill of fare, reclaimed and repurposed décor, and local Berkeley crowd, Gather is a must for mostly-meatless diners of all ages. This aptly-named hit offers a relaxed vibe for a light lunch, cocktails at the bar, dinner on the patio, and everything in between. Surprisingly hearty dishes like chicory salad tossed with sliced fennel and fines herbes vinaigrette won't leave you craving meat, nor will the gourmet Wagon Wheel grilled cheese with braised greens and chanterelle mushrooms. Dinner is more complex, with ambitious offerings like the vegan ""charcuterie,"" a platter of four delicious vegetable preparations. Should you venture into San Francisco City, be sure to visit its new-and already acclaimed-sister restaurant, Verbena.",Californian,"2200 Oxford St., Berkeley 94704",37.0,CA,4.1,230,2,23,0,0,37.0,94704
Mon Ami Gabi,0.0,"A real French bistro can give an American steakhouse a run for its money in the meat department any day, and the 11 different steak preparations on Mon Ami Gabi's menu (all served with crispy golden frites) are justly impressive. Beyond the butcher case, a selection of satisfying Francophile classics keeps the sophisticated Chicago contingent returning to this cozy, stylish standby. Tradition reigns in the kitchen, where the emphasis is on flavorful and unpretentious dishes like seafood pot-au-feu bobbing with scallops and pepper-crusted cod fillet in a tasty fennel broth. Pickled cornichons and warm toast points make a meal out of house-made country pâté. And for an indulgent finish, split a plate of warm caramel-drizzled pineapple crêpes.",French,"2300 N. Lincoln Park West, Chicago 60614",37.0,IL,4.4,69,2,44,0,0,37.0,60614
Paprika,0.0,"Chef Shah Kabir and his family know hospitality. Prepare to be swept up in their warmth and care (with maybe a splash of kitsch) the minute you enter this richly colored space, adorned with artifacts. Even the chef himself is at the door welcoming guests to sit and sip a cool, refreshing lassi. From aromatic, homemade curries to tasty twists on dahls (turka dahl ki shabzi is a revelation), everything is fresh and fragrant. Bengali fish curry is a notable attraction-its flavors mild yet lively with mustard seeds, firm and fresh green beans, and silky-sweet onions. A very nice selection of vegetarian dishes might include the veggie samosa: its soft, light shell is stuffed with spiced potatoes, peas, cauliflower, and served with a trio of tangy chutneys.",Indian,"2547 W. Lawrence Ave., Chicago 60625",37.0,IL,3.6,23,2,103,0,0,18.5,60625
Jake's Steakhouse,0.0,"Lodged across the way from the expansive Van Cortlandt Park, Jake's has claimed its place among the city's finer steakhouses. This multi-floor arena, with its pretty price tags, clubby décor, and a well-stocked bar, is one of the Bronx's better-kept secrets. Servers are personable and very professional. Mussels fra diavolo features meaty mollusks tossed in spicy marinara and paired with crunchy garlic crostini. Porterhouse for two is tender, perfectly marbled, cooked to exact specification, and even better when accompanied by creamy mashed cauliflower flecked with cracked pepper, cheddar, and crispy bacon bits. Jake's Boston cream pie gilds this robust meal with an addictive layering of moist cake, vanilla pastry cream, and rich chocolate ganache.",Steakhouse,"6031 Broadway, Bronx 10471",62.0,NY,4.2,56,3,99,0,0,62.0,10471
Atelier Crenn,2.0,"Neutral gray and very discreet, Atelier Crenn is almost camouflaged in plain sight. Inside, gracious servers keep the dining room low key and very serene. The décor follows suit with a ceiling comprised of a backlit reed canopy, twig-like fixtures, and unadorned wood tables. This is a place for celebrants as well as serious foodies. Warm and very competent servers explain dishes with the same painstaking detail and dexterity that the kitchen uses to place carrot jerky onto its mossy twig. Chef Dominique Crenn's cooking is at once whimsical and deeply accomplished, based on elemental expressions of the earth or sea. While the idea of ""poetic culinaria"" may seem self-indulgent to some, this cuisine is undeniably authentic, deeply personal, and filled with brilliant grace notes of flavor and creativity. Expect dishes that are light yet complex, such as fluke that seems ready to melt over tarragon ice, amid droplets of creamy smoked sturgeon, sea-cucumber dashi, and pickled Asian pears. Dark and intense spot prawn broth is so deeply flavored that it seems like you are tasting shellfish for the first time. A trio of aloe gelée, purée, and snow is incomparably refreshing and herbaceous.",Contemporary,"3127 Fillmore St., San Francisco 94123",112.5,CA,4.6,83,4,44,1,2,112.5,94123
Nom Wah Tea Parlor,0.0,"Even after a renovation, this ""parlor"" continues to thrive as a retro dive replete with truly awful service. But keep reading, because the supremely delicious food and unreal value more than make up for Nom Wah's many flaws.Dim sum is the main draw at this busy neighborhood diner, where small groups fill the dining counter and pack into pleather booths for the likes of pan-fried dumplings stuffed with ground pork and sweet shrimp. Scallion pancakes flaunt outstanding texture; fried shrimp wrapped in bean curd unites top product with heavenly flavor; and noodles sautéed with superior soy is a salt fiends dream. Bring hungry friends and expect lots of leftovers, because the simple pleasures here have been known to thrill even the most ardent epicurean.",Chinese,"13 Doyers St., New York 10013",18.5,NY,4.1,273,2,29,0,0,37.0,10013
El Mio Cid,0.0,"In contrast to popular tapas spots sweeping the city, this is an old-guard Iberian stalwart, deep in the heart of Bushwick. The interior bears a Mediterranean sensibility, with idyllic murals of the Spanish countryside, dark wood tables, and huge vessels of refreshing sangria. It has the feel of a relic from another time, when attentive service and a polished dining room were standard. Familiar flavors abound, as in sardinas a la plancha, two fat Portuguese sardines simply grilled and served with a wedge of lemon. The hearty paella Valenciana sees lobster claws, mussels, smoky chicken, chorizo, clams, and roasted peppers folded into a mound of sultry rice. For dessert, opt for torrejas, bread soaked in spiced red wine and served with vanilla ice cream.",Spanish,"50 Starr St., Brooklyn 11221",37.0,NY,3.6,29,2,100,0,0,37.0,11221
Sura,0.0,"Tucked in next to the Marrakech Hotel, Sura delivers a bright splash of Bangkok to this residential stretch. Colorful fabrics, mesh-covered lanterns, and ornate wood carvings give it an exotic vibe and support its mission to bring sparky Yaowarat cuisine to this locality's masses. A tad Americanized but completely delicious, here you will find tasty noodles, sour soups, and refreshing iced coffee. A terrific massaman curry with chicken, potatoes, and lotus root offers the perfectly balanced flavors and spice one expects in Thai cooking, blending lemongrass and Kaffir lime with sharp chilies and smooth coconut milk. Brunch is equally popular with such fantastic fusion items as marinated then grilled duck-and-scallion crêpes coupled with quenching mimosas.",Thai,"2656 Broadway, New York 10025",18.5,NY,3.6,28,2,101,0,0,37.0,10025
