name,stars,review,cooking_type,address,usd_avg,State,rev,price
ampersand wine bar,0.0,"This cool wine bar cuts a stylish figure with its pale walls, gorgeous blonde wood, and sun-flooded dining room. Combine that urbane setting with polished service and a simple, but perfectly executed menu and you have one of the best new spots in town. Grab a seat at the long, L-shaped bar, the best perch in the house to ask a zillion questions-or just dig in as the small plates begin their march from behind the counter. The menu, at the moment anyway, is small but packs a big punch-what's available is seasonal, diverse, and extremely fresh. A cold and creamy gold tomato gazpacho features tart strips of roasted eggplant and cool cucumber; while a deconstructed strawberry shortcake arrives in layers of luscious basil caramel and sweet berries.",American,"4845 N. Damen Ave., Chicago 60625",37.0,IL,"4.1
7 Google reviews",$$ · New American Restaurant
Via Lima,0.0,"Via Lima infuses a chic, contemporary personality into the typical rustic atmosphere of a Peruvian restaurant. Here, Lakeview residents pack themselves into comfortable booths upholstered in colorful fabrics, sharing dishes from a refined menu of familiar classics or tucking into larger entrées at bare wood tables. A bracingly sour leche de tigre broth infused with fiery South American rocoto chile adds zing to market-fresh fish ceviche, while starchy corn kernels and a scoop of creamy sweet potatoes tame the heat. Choclo soufflé blends a fluffy, mildly sweet corn cake with meltingly tender duck confit to balance sweet and savory; while Lucuma mousse subtly showcases the vibrant marigold-hued Peruvian fruit, topped with a spoonful of fresh vanilla whipped cream.",Peruvian,"4024 N. Lincoln Ave., Chicago 60618",37.0,IL,"4.0
18 Google reviews",$$ · Peruvian Restaurant
Ixcateco Grill,0.0,"Servers stand erect as soldiers at Ixcateco Grill, their pressed white shirts tucked into immaculate black pants. It's a sight you wish you'd see more often-the unmistakable feeling that the staff cares deeply about your experience at this delicious Mexican hot spot. The colorful space, painted in bright shades of orange, green, and fuchsia, only adds to the bonhomie. Chef Anselmo Ramírez, a veteran of Frontera Grill and Topolobampo, knows his way around Southern Mexican food. Try the irresistible picaditas, a pair of tender little masa canoes filled with savory chicken carnitas, pickled cactus, avocado cream, and queso fresco; or the wonderfully complex and authentic pollo en mole negro, sporting that perfect, complex blend of sweet and spicy mole.",Mexican,"3402 W. Montrose Ave., Chicago 60618",37.0,IL,"4.5
16 Google reviews",$$$ · Mexican Restaurant
The Blanchard,0.0,"In a minimalist but elegant space that complements its picturesque Lincoln Park environs, The Blanchard serves up sophistication with a side of well-executed French bistro food. Petite portions still satiate thanks to the richness of classic dishes like rillettes, duck à l'orange, and foie gras preparations. Escargots à la Bourguignonne start the meal on a luxurious note, with each of six plump curls sitting on a knob of mushroom duxelles and bathed in garlic butter, parsley, and breadcrumbs. Lightly caramelized capers and a brown butter sauce garnish two thin fillets of Dover sole meunière, with a streak of green pea tendril pommes purée alongside. Lush passion fruit curd and a sprinkle of lavender buds enhance a moist and chewy coconut financier.",French,"1935 N. Lincoln Park W., Chicago 60614",62.0,IL,"4.3
12 Google reviews",$$$ · French Restaurant
Remington's,0.0,"This shiny gem arrives courtesy of the 4 Star Restaurant Group behind Crosby's Kitchen, Dunlay's, and Frasca. Guests can choose from a few great seating options in the enormous space: a table by the large windows up front, thrown open on temperate days for people-watching; the U-shaped bar, chockablock with televisions airing the latest games; or the intimate, glassed-in dining room lined with wine bottles at the back. The restaurant features an elevated roster of American classics including steaks, rotisserie chicken and seafood-not to mention a raw bar with Kansai-style box-pressed sushi. It's hard to go wrong here, but don't miss the No. 8 Tuna, which is a ruby-red slice of ahi wrapped in crispy nori and tempura, then paired with kimchi-studded rice.",American,"20 N. Michigan Ave., Chicago 60602",37.0,IL,"4.4
45 Google reviews",$$$ · American Restaurant
NoMI Kitchen,0.0,"A hushed aerie awaits on the seventh floor of the Park Hyatt at NoMI Kitchen. Let the dapper staff whisk you through the hotel lobby and elevator to a glassed-in dining room with Water Tower views. A semi-open kitchen doesn't detract from the lush but restrained décor, and a breezy terrace offers an alfresco option with a different menu. Chef Ryan LaRoche's impressive, ingredient-driven dishes are equally inspired by Eastern and Western cuisines. Fresh fish makes for a seaworthy selection of sushi and maki, while pickled pepper jam and sweet pine nut streusel pair with orbs of fried caponata-style eggplant that are crispy on the outside and perfectly silky within. End with a parade of house-made ice cream flavors like toasted vanilla marshmallow.",American,"800 N. Michigan Ave., Chicago 60611",62.0,IL,"4.5
121 Google reviews",$$$ · American Restaurant
C Chicago,0.0,"This spacious looker lands in River North courtesy of the team behind the popular Chicago Cut Steakhouse. At C Chicago, the focus is on fresh-make that really fresh-seafood. This is exciting news: there aren't many seafood restaurants in Chicago, and the few that exist aren't doing it like the talented Chef Bill Montagne, who hails from the piscine temple, Le Bernardin. Kick things off with a beautiful scallop carpaccio kissed with olive oil, lemon juice, basil, chives and Espelette pepper. Then nibble on an irresistibly chewy farro salad, served warm, tossed with charred corn, mustard greens, and topped with whipped feta. The baked Aleutian cod, arriving in a perfectly subtle Basquaise sauce and dotted with squid ink and red wine vinaigrette is sublime.",Seafood,"20 W. Kinzie St., Chicago 60654",62.0,IL,"4.1
24 Google reviews",$$$ · Seafood Restaurant
Gogi,0.0,"The surging popularity of Korean food continues to flourish along these shores of Lake Michigan; and as foodies would have you know, Gogi is one of the best places in the city to experience it. With its hip, industrial décor, imposing exhaust fans over each table (a clear sign that there's a ton of grilling going on), and lively palate of sweet, spicy, and sour, dinner here promises to be a sensory explosion like no other. One could feast on the abundant pre-meal banchan alone-a stunning selection of kimchi, mirin-soaked fish cakes, sake-steamed black beans, and more. But, that would mean missing out on delicate slices of sirloin bulgogi smothered in a sweet, gingery marinade; or restorative, spicy sundubu jjigae bubbling away in an iron pot.",Korean,"6240 N.California Ave., Chicago 60659",37.0,IL,"4.3
18 Google reviews",Korean Restaurant
Miku Sushi,0.0,"Miku Sushi piles on the style in a spacious location with a polished, airy room featuring a 12-seat counter plus a full bar for cocktail hounds. More than a simple sushi spot, the menu boasts artfully presented and inventive maki, ramen, yakitori, and small plates that make for a festive night of sharing with fellow food lovers. Snack on the robusuta roll, surely to become a ""Lincoln Square classic"" pairing lobster and fried banana; or for a more traditionally savory but still modern option, the Miya maki combines white tuna, snow crab, and avocado with grilled asparagus. Warm up with a bowl of springy, correctly spicy ramen teeming with fresh mushrooms, soft-boiled egg, and tender pork belly in a cloudy, miso-rich broth spiked with garlic and sesame oil.",Japanese,"4514 N. Lincoln Ave., Chicago 60625",37.0,IL,"4.3
33 Google reviews",$$ · Japanese Restaurant
White Oak Tavern &amp; Inn,0.0,"Though there was a late summer (2015) transition in chefs, a creative sense of flavor combinations and technical finesse continue to flourish at this appealingly rustic restaurant and inn. Midwestern hospitality and bounty are at the forefront here, and every ingredient on each section of the multi-category menu is of irreprehensible quality. The in-house cheese-making and bread programs are on full display as evidenced in a bowl of stracciatella, where mozzarella mingles with pickled shallot rings next to fluffy, griddled focaccia sticks. A whiff of smoke uplifts moist, meaty sturgeon, simply seared and surrounded by candied hickory nuts and nutty crème fraîche; while a refined and clever root vegetable tartare is deliciously crowned by a sous vide duck egg.",American,"1200 W. Webster Ave., Chicago 60614",37.0,IL,"4.0
12 Google reviews",$$ · American Restaurant
The Angry Crab,0.0,"Don't be shellfish-bring friends, beer, and wine to dinner at The Angry Crab for a messy, more-the-merrier experience. Lines form nightly for the chance to fill up on a Cajun-style spread shot through with Vietnamese flavors that reflect the owners' heritage. Order from the laminated menus or the large overhead chalkboard for a seafood feast with options like whole head-on shrimp or enormous snow crab legs. Choose from a choice of lemon, garlic, or spicy sauces, stake your claim on a roll of paper towels and a seat at the communal tables, and then rip open the plastic bags in which the seafood arrives and dig in with your claws. Still hungry? Make it a true crab boil and add sausage, corn on the cob, and red bliss potatoes to round out the meal.",Seafood,"5665 N. Lincoln Ave., Chicago 60659",37.0,IL,"4.3
180 Google reviews",$$ · Seafood Restaurant
Dove's Luncheonette,0.0,"With a chill, throwback vibe, all-day breakfast, and a drink list with more than 70 labels of agave spirits, this One Off Hospitality roadhouse is a Wicker Park hipster's dream come true. To drive the point home, the diner features wood-paneled walls, counter seating, a record player spinning the blues, and of course, Tex-Mex fare listed on a wall-mounted letter board. The daily special may be a blueberry quinoa pancake, while savory favorites include crunchy buttermilk fried chicken with chorizo verde gravy or the farmer's cheese-stuffed Anaheim chile relleno, served in a pool of tomato-serrano sauce with pasilla chiles and pickled chayote slices. Pies from Hoosier Mama Pie Co. are a grand finale; try the lemony Atlantic Beach with a saltine crust.",American,"1545 N. Damen Ave., Chicago 60622",37.0,IL,"4.5
83 Google reviews",$$ · Diner
Community Tavern,0.0,"Created by restaurateur Quay Tao as a lively respite with a touch of sophisticated comfort, Community Tavern is true to its title. Inside, Portage Park locals take up every inch of space at the modern wooden bar and communal tables. A bistro-inspired menu takes luxurious liberties with tradition, as evidenced in the foie gras-whipped butter served with biscuits or pound cake made even richer with brown butter. Steak frites are no less appealing for their straightforward plating-a classic combination of juicy skirt steak and thin-cut potatoes with garlic aïoli for dipping. To really indulge, pair it with a side of cremini mushrooms, quartered, roasted, and sautéed in umami-spiked steak jus with a sprinkle of fried sweet shallots.",Steakhouse,"4038 N. Milwaukee Ave., Chicago 60641",37.0,IL,"4.6
27 Google reviews",$$$ · Steak House
mfk.,0.0,"""First we eat, then we do everything else,"" said M.F.K. Fisher, the food writer who serves as both the inspiration and namesake for this young neighborhood darling. Thanks to large windows, whitewashed brick walls, and gleaming silver-and-white tilework, the subterranean space manages to evoke a breezy seaside oasis. And with a seafood-centric menu featuring modern interpretations of Iberian-inspired plates, the food follows suit. The ocean's bounty is showcased in simple but flavorful dishes, like crispy fried prawn heads served with a nutty salbitxada sauce for dipping; and bowls of cataplana stew with fresh clams, crunchy shrimp, and grilled cobia collar. A crumbly slice of Basque cake and an expertly pulled cortado ends the meal on a high note.",Spanish,"432 W. Diversey Pkwy., Chicago 60614",37.0,IL,"4.5
26 Google reviews",$$ · Seafood Restaurant
Acanto,0.0,"Overseen by Billy Lawless, this Italian reincarnation set in the former Henri space knows how to make an impression: its prime location across from Millennium Park would be a looker any day, but it goes the extra mile with style and sociability. The dining room is striking with angular light fixtures and orange banquettes; a luminous marble bar and matching tables lend a masculine, sophisticated vibe. The carte's Italian standards are amped up to luxurious levels, like the Treviso and white bean salad with fennel, golden raisins, and crispy pancetta; or house-made duck egg spaghetti drenched in cream sauce and twirled around rapini, spicy pork sausage, and caramelized onions. For dessert, a fresh ricotta tart is highlighted by bittersweet orange marmalade.",Italian,"18 S. Michigan Ave., Chicago 60602",37.0,IL,"4.3
26 Google reviews",$$ · Cocktail Bar
Ssyal Ginseng House,0.0,"With Ssyal Ginseng House's invigorating samgyetang at their doorstep, it's a wonder anyone in Albany Park ever gets sick. Since 1993, the sunny spot has served this restorative dish, featuring an entire Cornish game hen stuffed with glutinous rice, jujubes, and whole garlic cloves in an earthenware bowl of delicately flavored ginseng broth. Equal care and skill goes into the rest of the Korean specialties on offer, all of which are presented with kind, attentive service. Oden ttuck-bok-gi is piled high in a chewy mix of thin fish cake strips, glutinous rice cakes, and shredded carrots and cabbage tossed in sweet and spicy red pepper paste. For an immunity boost in your own kitchen, take home some of Ssyal's house-dried ginseng or ginger candies.",Korean,"4201 W. Lawrence Ave., Chicago 60630",18.5,IL,"4.3
27 Google reviews",Korean Restaurant
Bascule Wine Bar,0.0,"Among the profusion of Italian-American standbys in Little Italy, Bascule emerges as a rustic and welcoming newcomer. Wide wood plank floors and a windowed façade open up the cozy space, flooding the length of the bar with light-and a semi-open kitchen turning out ambitious seasonal dishes emphasizes that this is much more than a wine bar. Quality ingredients and technique are on display in compositions like Indiana-farmed rabbit loin tucked with black pepper and glazed with blueberry and rhubarb demi-glace to balance sweetness and spice. Half portions let guests enjoy tastes of heady dishes like truffle cavatappi with cheddar crackling and roasted crumpled parsley. Stuffed? Order a slice of the olive oil cake for an ethereally light finale.",Contemporary,"1421 W. Taylor St., Chicago 60607",37.0,IL,"4.5
5 Google reviews",$$ · Wine Bar
Cochon Volant,0.0,"Though it's attached to the Hyatt, Cochon Volant is quickly entrenching itself as a favorite with Loop locals and sightseers alike for its timeless warmth. Round bistro tables and bentwood chairs are clustered across the mosaic-tiled floor, while a broad, marble-topped bar is bustling with patrons from lunch to happy hour. French brasserie favorites dominate the menu, ranging from rustic French onion soup to lavish raw seafood plateaus. Steak frites are juicy and flavorsome with a tender prime cut of bavette, offered with five sauce options like a classic béarnaise or rich Roquefort. Breakfast is delicious, but for those who don't have time to sit and stay a while, the café and takeaway bakery lets commuters snag a pastry and coffee to go.",French,"100 W. Monroe St., Chicago 60603",37.0,IL,"4.1
74 Google reviews",$$$ · French Restaurant
Labriola,0.0,"Supersizing his popular Oak Brook café, baker Rich Labriola expands his eponymous empire just off Michigan Avenue. The hangar-sized space is three operations in one: a café for pastries and casual bites; a bar; and a full-scale restaurant. Though the décor takes cues from French brasseries, the menus have a decidedly Italian focus. No matter where you're seated, you can sample the quality imported salumi and formaggio selections like Parma ham and Granduca pecorino, accompanied by charred bread and sharp chutney. Neopolitan pizzas, fritto misto, and house-made pastas like bucatini all'Amatriciana don't disappoint, and tiramisù gets a new twist in a mélange of velvety smooth chocolate mousse, espresso-infused mascarpone, and coffee-soaked cake cubes.",Italian,"535 N. Michigan Ave., Chicago 60611",37.0,IL,None,None
The Kitchen,0.0,"Panoramic views and eye-popping spaces are par for the course at most of the lofty spots abutting the Chicago River, but The Kitchen's farm-to-table food manages to steer the focus back to the plate. The restaurant's approachable, community-minded take on straightforward seasonal food-along with its impressive drinks program-makes it easy to please. Even if you're not attending a Monday ""Community Night"" dinner alongside many of the purveyors whose ingredients appear on the plate, you'll find a fresh, flavorful mix of dishes. Crushed white bean bruschetta is topped with a sprightly herb and frisée salad, which is in turn dressed with a blood orange vinaigrette. And wild Bristol Bay salmon is poached with care, its silkiness punctuated by garlic-chive aïoli.",American,"316 N. Clark St., Chicago 60654",37.0,IL,"4.5
49 Google reviews",$$ · American Restaurant
Momotaro,0.0,"Boka Restaurant Group's stunning West Loop canteen embraces a fantastical view of Japanese dining. An impressive selection of imported whiskies is listed on a retro-style departure board; a private dining room upstairs is styled to resemble a mid-century corporate boardroom; and a traditional izakaya beckons diners downstairs. Consistently packed, the AvroKO-designed space boasts numerous kitchens churning out a wide range of dishes. Creative bites abound in the chef's omakase featuring torched baby squid wrapped in nori. Then a Hawaiian seaweed salad with diced nopales may be tailed by robata-grilled Wagyu skirt steak with foie gras, shisito pepper, and yuzu kosho. The steamed yuzu pudding cake is just one example of the surprisingly strong dessert roster.",Japanese,"820 W. Lake St., Chicago 60607",37.0,IL,"4.5
83 Google reviews",$$$ · Japanese Restaurant
Honky Tonk BBQ,0.0,"A rousing success since it opened in 2007, Honky Tonk BBQ serves up live music and award-winning Memphis-style treats on the southwest side of the city. Though the rollicking bar up front takes its cues from a swinging Wild West saloon, the rear dining room offers a more sedate-though still eclectic-setting for sipping house cocktails and chowing down on sensational smoked meats. You'll need two hands to hold homemade empanadas stuffed with combinations like Manchego cheese and shiitake mushrooms, and extra cottony white bread to soak up the juices of bone-in, wood-smoked chicken. Brisket chili is even more robust with a scoop of creamy mac and cheese-and if you're still hungry, soda floats with Bridgeport-made Filbert's root beer are the cherry on top.",Barbecue,"1800 S. Racine Ave., Chicago 60608",37.0,IL,"4.3
166 Google reviews",$ · Barbecue Restaurant
Side Door,0.0,"In a city with no shortage of steakhouses, Side Door dares to be different. It's the casual arm of Lawry's in the historic McCormick Mansion, offering the same quality and service without the power lunch vibe. Comfy leather banquettes and wide wooden tables are well spaced throughout the bi-level restaurant, offering a respite for shoppers to relax with a cheese plate and craft beer flight. Share an order of prime rib poutine among friends-it's drenched in beef gravy and pepper jack cheese-or go whole hog with the prime rib sandwich, which is hand-carved to order and presented tableside with horseradish cream and au jus. For something lighter but just as pleasurable, try the kale Caesar, with white anchovies and a delicately creamy garlic dressing.",Gastropub,"100 E. Ontario St., Chicago 60611",37.0,IL,"4.3
34 Google reviews",$$ · Gastropub
Taste of Thai Town,0.0,"Well-regarded Thai restaurateur Arun Sampanthavivat expands his influence with this long-awaited second sibling, a casual and welcoming gathering place housed in a former police station. The menu showcases a taste of each of Thailand's diverse regions, though many diners will be familiar with the offerings on hand. The mouthwatering aromas of each dish are matched in many cases by eye-watering spice. Pad see ew retain their chewy bite when tossed with crisp veggies like gai lan and green beans, and is served with a caddy of sugar, pickled jalapeños, and chili sauce to customize your preferred level of heat and sweet. A cup of pepper pork curry, the chef's specialty, bobs with tender pork belly in a balanced and sumptuous turmeric-tinged sauce.",Thai,"4461 N. Pulaski Rd., Chicago 60630",18.5,IL,"3.9
22 Google reviews",Asian Restaurant
Pearl's Southern Comfort,0.0,"Chicago's been on a Southern food kick of late, and this sparkling Andersonville charmer is a straight up hep cat-its enormous arched windows opening up to a completely revamped 100 year-old room featuring long exposed ceiling beams; whitewashed brick; dark slate walls; and soft leather chairs. But even with all that design swag, the main draw at Pearl's Southern Comfort is still the food. For starters, there's their ace barbecue, but guests should hardly stop there. Try the enormous double cut pork chop, grilled to supple perfection and paired with ""dirty"" farro salad, Cajun slaw, and pork jus. Another staple, the Louisiana jambalaya, is served decadently dark and spicy, bobbing with tender chicken, Andouille sausage, and Crystal hot sauce.",Southern,"5352 N. Broadway, Chicago 60640",37.0,IL,"4.4
43 Google reviews",$$ · Southern Restaurant (US)
de Quay,0.0,"Given its history as a former colony, the Dutch have developed a great deal of appreciation for Indonesian culinary tradtions. And, Chef/owner David de Quay pulls from his family heritage to bring the two together at his eponymous restaurant. Delft pottery houses and sleek teak wood wall accents are visual mementos of this union. On the menu, sweet-and-sour babi panggang departs from its traditional pairing with roast pork to heighten succulent grilled shrimp and fragrant lemongrass lumpia. Crisp-edged dumplings enclose a creamy potato-and-Gouda filling that is studded with bacon and English peas. Chewy house-made stroopwafels sandwich warm spiced caramel with vanilla bean-flecked ice cream for an unforgettable finis.",Fusion,"2470 N. Lincoln Ave., Chicago 60614",37.0,IL,"4.5
14 Google reviews",$$ · Dutch Restaurant
Prime &amp; Provisions,0.0,"Though it would also feel at home in Las Vegas, this glitzy oversized steakhouse fits right in with its swanky Chicago riverfront neighbors. The polished, masculine interior makes its priorities clear from the get-go, showcasing a two-story wine tower and a peek into the dry-aging room under bold barrel-vaulted ceilings and chandeliers. A starter of chewy rosemary-sea salt monkey bread whets the palate, while rosy pink slices of slow-roasted bone-in prime rib, rubbed with a crust of fragrant herbs, take a classic hoagie to new heights. When paired with house-cut fries and creamy horseradish dip, it's a meal to rival a Porterhouse, but save room for dessert: a single-serving banana cream pie with loads of whipped cream is a whimsical final bite.",Steakhouse,"222 N. LaSalle St., Chicago 60601",62.0,IL,"4.3
50 Google reviews",$$$$ · Steak House
Bohemian House,0.0,"This wickedly stylish ""house"" is exactly what River North needed to shake it up-a truly unique restaurant serving up delicious Czech, Austrian, and Hungarian cuisines. The stunning beer hall-meets-art nouveau interior (think reclaimed wood beams, stunning tiles arching over a semi-open kitchen, sky-blue tufted leather couches and Persian rugs) is worth a visit alone. No detail is overlooked. Delightfully, the food is amazingly tasty and just as pretty to look at. Don't miss the open-faced schnitzel sandwich, highlighting juicy pork over apple and kohlrabi slaw, aged Gouda, a fried egg, and drizzle of coarse mustard. Also a must do? The warm blueberry kolacky, a traditional Czech cookie filled with blueberry coulis and served with lemon curd and blueberry-sour cream ice cream.",Eastern European,"11 W. Illinois St., Chicago 60654",37.0,IL,"4.6
70 Google reviews",$$ · European Restaurant
Friendship,0.0,"Innovative Chinese cuisine and sophisticated cocktails make this hip Logan Square venue worth seeking out. Inside the dimly-lit space, wood-lined walls, sleek banquettes, linen-draped tables, and polished cooper accents play off a palette of rich neutrals to lend a modern, upscale vibe. Friendship's spirited menu offers both traditional cuisine and enticing departures. Fruit juices and liquors enhance items like Barbarian beef with a chili-cabernet sauce. Then, Champagne lemon chicken, XO brandy beef chow fun, and sizzling Xi'an pork with a red chilli-and-black bean sauce all boast salty, sweet, and spicy notes. Chocolate fortune cookies are a sweet finish, but if in need of more, you're in luck: there's a second outpost downtown on the lakefront.",Chinese,"2830 N. Milwaukee Ave., Chicago 60618",37.0,IL,"3.7
75 Google reviews",$$ · Chinese Restaurant
Dolce,0.0,"With locations in Miami and Atlanta, Dolce's newest outpost lands in Chicago's popular River North neighborhood, tucked into the lobby of the stunning, Cubist-influenced Godfrey boutique hotel. The spacious dining room features a sleek interior with dark wood grain tiles, orange leather furnishings, tweed-lined banquettes, and enormous windows. Dolce offers a chic take on Italian dining, with a menu featuring pizzas, house-made pastas, and entrées like veal Milanese or fennel pollen-dusted roasted chicken. Try the cool watermelon salad studded with heirloom tomatoes, crumbled goat cheese, pea shoots, mint, and toasted pumpkin seeds. The pappardelle alla Bolognese arrives irresistibly silky and dressed in a wickedly good beef, pork, and veal ragù.",Italian,"127 W. Huron St., Chicago 60654",37.0,IL,"3.9
16 Google reviews",$$$ · Italian Restaurant
Arya Bhavan,0.0,"Devon Avenue is rife with spots to sate Indo-Pakistani cravings, including dozens of longtime restaurants, catering halls, and markets serving curry, kebabs, and tandoori chicken. But Arya Bhavan stands out with personal, family-friendly service and fresh, carefully prepared Indian cuisine that also just happens to boast a few buzzwords (namely, vegan, organic, and gluten-free), Even omnivores won't be able to resist the mixed basket appetizer, a substantial platter of tasty street snacks like tamarind-stuffed mirch pakora and spicy lemon-kissed potato vada. A classic rendition of garlicky, gingery palak dal blends hearty yellow lentils and fresh spinach. To finish the meal, take the plunge and reward your palate with outstanding avocado ice cream.",Indian,"2508 W. Devon Ave., Chicago 60659",18.5,IL,"2.7
45 Google reviews",$$ · Indian Restaurant
Izakaya Mita,0.0,"This Bucktown addition is a family-run tavern worth seeking out for its homespun take on izakaya eats and gracious hospitality. Start with single-serve sake in a jar so cute you'll want to smuggle it home, or a cocktail inspired by Japanese literature (the Norwegian Wood, a delicious interpretation of the Haruki Murakami novel ""Noruwei no Mori,"" blends whiskey, Luxurdo, sweet vermouth, and orange bitters).The array of small plates brims with creativity and flavor: tsukune are coarse-ground, delightfully chewy, and achieve a mouthwateringly charred exterior from having been grilled over bincho-tan; while tako-yaki are as delicious as any found on a Tokyo sidewalk. Korroke, a panko-crusted potato croquette, comes with tonkatsu sauce for delicious dunking.",Japanese,"1960 N. Damen Ave., Chicago 60647",18.5,IL,"4.5
27 Google reviews",$$ · Japanese Restaurant
Ahjoomah's Apron,0.0,"Thanks to this modern, casual space, southside Chicagoans no longer need to head uptown for their fix of authentic Korean food. While there are no tabletop grills smoking up the dining room, the picnic-style tables fill quickly with generous portions of kitchen-grilled bulgogi, warming stews, and banchan. A crimson kimchi jjigae broth, seamlessly balanced between sour and spicy, bobs with soft chunks of tofu and pork. Bibimbap sizzles in a stone bowl, letting the requisite crispy crust form on the bottom while diners dig into a mountain of glistening sweet soy kalbi, crunchy vegetables, and fried egg. Want to feel virtuous about your meal? Wall posters tout the health benefits of traditional Korean ingredients like doenjang, an umami-rich soybean paste.",Korean,"218 W. Cermak Rd., Chicago 60616",18.5,IL,"4.2
66 Google reviews",Korean Restaurant
Taus Authentic,0.0,"You'll want to make an evening of it at this Wicker Park newcomer, where a stylish front lounge-complete with a working fireplace-makes for a cozy spot to enjoy a beer or cocktail. Then you may proceed to linger over a meal in the beautiful dining room, a modern vision of wood, powder blue velvet, and plate glass windows. Chef Michael Taus has designed a menu made for grazing: think charcuterie, cheese, and starters including a sunchoke dosa. Made from lentils and basmati rice, this lacy crêpe is topped with chunks of tender sunchokes in a spicy red curry sauce sweetened by golden raisins and candied pumpkin seeds. A tasting portion of pan-seared fluke, plated with sweet chili vinaigrette and a Korean-style pancake studded with dried shrimp, is equally delicious.",International,"1846 W. Division St., Chicago 60622",37.0,IL,"4.2
14 Google reviews",$$$ · New American Restaurant
Juno,0.0,"Raw fish with a side of creativity differentiates Juno from the rest of this city's sushi brethren. With a plain, tavern-like bar up front as well as a bright, inviting dining room and counter (the best seat in the house) in back, this low-key spot is popular for a casual meal. The menu offers cool bites like the Juno queen, a special nigiri of salmon topped with spicy scallop and potato crunch; and hot treats like honey-glazed quail. Chef B.K. Park's omakase must be ordered 48-hours in advance, but with cleverly spun morsels like briefly torched prawn with pineapple salsa, pickled garlic oil-drizzled New Zealand King salmon, soy-marinated sea eel dabbed with ground sesame seeds, and spicy octopus temaki, it's a feast well worth the extra effort.",Japanese,"2638 N. Lincoln Ave., Chicago 60614",62.0,IL,"4.8
19 Google reviews",$$$ · Sushi Restaurant
Luella's Southern Kitchen,0.0,"Luella's is named for Chef Darnell Reed's Southern-born great-grandmother, and for good reason: one bite of its soul-infused fare will transport you to her hometown of Morgan City, Mississippi, a place she left behind for Chicago many years ago-and one that lives on in her grandson's cooking. The no-frills, order-at-the-counter spot is simply adorned, with genuinely welcoming service that only adds to the charm. Every spoonful of Luella's andouille and chicken gumbo is one to remember, thanks to a roux that's been cooked for five (count 'em) hours. The hot, sugary beignets are a pastry wonder, and chicken and waffles drizzled with Bourbon syrup are Southern by way of Brussels, featuring thick, eggy Liège waffles standing in for the usual rounds.",Southern,"4609 N. Lincoln Ave., Chicago 60625",37.0,IL,"4.3
76 Google reviews",$ · Southern Restaurant (US)
La Plena,0.0,"Owners Epi and Soraya Velez have created a warm and welcoming haven for anyone hoping to enjoy a little piece of Puerto Rico in Chicago. Their home-style cooking would make any Boricua proud, offering standards from mofongo to lechon and even the holiday favorite of coquito-with much less of the heaviness often associated with the traditional cuisine. As the story goes, the jibarito was created by Chicago's Puerto Rican community, and La Plena's rendition-featuring thin steak strips, garlicky mayonnaise, and melted cheese between fried flattened plantains-is an exceptional example. For dessert, dig into a slice of dense, eggy flan while you take in the dining room's custom murals that showcase Puerto Rico's beaches and countryside.",Latin American,"2617 W. Division St., Chicago 60622",18.5,IL,"4.3
28 Google reviews",$ · Puerto Rican Restaurant
The Franklin Room,0.0,"With a motto like ""Ladies and Gentlemen Welcome,"" it's no surprise that the subterranean space housing this modern-day tavern and whiskey bar is as inviting as they come. Surrounded by backlit bottles of top-notch spirits under wrought-iron latticework light panels, guests gather for convivial conversation and great drinks. Fans of Bourbon will delight in the Derby Day Mule, which swaps out vodka for Buffalo Trace. Pair your libation with rib-sticking dishes like a sandwich of garlic- and balsamic vinegar-roasted portobello mushroom caps layered with a runny egg, grilled tomato, and blue cheese; or a steaming bowl of braised duck soup complete with thick and silky pappardelle. End on a high note-think Bourbon-infused milkshake with house-made ice cream, natch.",American,"675 N. Franklin St., Chicago 60654",37.0,IL,"4.8
56 Google reviews",$$ · American Restaurant
The Promontory,0.0,"Equal parts restaurant, watering hole, and music venue, The Promontory brings a much-needed gathering place to the Hyde Park community. Under lofty ceilings trimmed with black iron beams and sleek wood accents, urbanites sip hand-crafted cocktails around a central bar. A white-hot fire blazes away in the open kitchen, providing the ""hearth to table"" food trumpeted on the menu. Smoky roasted feta arrives in a pool of balsamic vinegar and oil with a generous assortment of briny olives, while shatteringly crisp black trumpet mushrooms and pickled shallot add piquant crunch to Nantucket bay scallops. For dessert, sweet brûléed marshmallow and a scoop of graham cracker ice cream sit atop a moist chocolate soufflé, a reverse take on s'mores.",American,"5311 S. Lake Park Ave. West, Chicago 60615",37.0,IL,"4.2
142 Google reviews",$$$ · American Restaurant
Rural Society,0.0,"This buzzy Argentinean steakhouse from prolific Chef Jose Garces brings a touch of international flair to Chicago's already meat-heavy roster. The ranch-inspired space is smart and upscale, with oversized iron chandeliers, framed photos of show cattle, and a painted wood kitchen from which a wood-fired oven and grill fill the air with a smoky aroma. In addition to excellent cuts of beef, Rural Society grills up stellar Maine lobster, chicken, and chops, while the oven produces mouthwatering Argentinean pizzas and homemade-spiced sausages. Be sure to try the plana di hierro and fritas, a South American version of traditional steak frites that boasts a subtly smoky flavor and a creamy, chili-spiced butter dip for those crispy chips.",Steakhouse,"455 N. Park Dr., Chicago 60611",62.0,IL,"4.2
14 Google reviews",$$$ · Argentinian Restaurant
