name,stars,review,cooking_type,address,usd_avg,State,rating,price,cuisine
Pabu,0,"Michael Mina and Ken Tominaga have gone big with their Japanese offspring and baby boy is quite a looker. Encompassing a stunning, high-ceilinged bar, gleaming sushi counter, several dining rooms, and a casual ramen joint (The Ramen Bar, next door), Pabu is enormous in space but serene in atmosphere. The warm service is highly personal. If you can fork over the requisite gobs of cash, the massive menu will accommodate seemingly any Japanese craving-from whole grilled squid and izakaya-style skewers of smoky chicken tails or thick trumpet mushrooms, to a sweet, salty, and savory burdock salad. Sushi fans can opt for the omakase or stick to �� la carte treats like a tender kanpyo squash roll. The top-notch sake and Japanese whiskey lineup is worth exploring.",Japanese,"101 California St., San Francisco 94102",62,CA,,,
Wako,1,"The area feels workaday and the exterior is understated from first glance, with a simple noren over the door and dark wood blinds. Yet Wako is a truly lovely little sushi-ya that vies to be among the city's best. The buzz here has been rightly earned and spread quickly. Don't bother showing up without a reservation-these tables and stools are packed well in advance. Still the vibe remains fun with foodies and chefs chatting along the blonde wood bar. Both omakase and �� la carte offerings underscore the talented kitchen's vision of approachable, well-crafted dishes that satisfy Eastern and Western palates. Begin with a progression of superb small plates like house-made sesame tofu with dashi gel̩e, or small-bodied firefly squid in uni sauce with a touch of yuzu. Deliciously thick, precise cuts of toro, amberjack, and golden eye snapper arrive with a smoky house-brewed soy sauce, grated yuzu, and wasabi. Tempura does not disappoint as light and crunchy morsels of tiny smelts, sweet potato, and green beans with sea salt and fresh lemon. Wako's excellent quality sushi is downright sublime-whether brushed with salty-sweet soy, tucked with shiso, or topped with tobiko over pitch-perfect rice.",Japanese,"211 Clement St., San Francisco 94118",62,CA,4.8,$$$$,Japanese
Shakewell,0,"This trendy eatery, the brainchild of Top Chef alums Jennifer Biesty and Tim Nugent, was made for sipping and supping. Donning a bar up front and several dining nooks on either side of a central walkway, Shakewell keeps things Medi-chic with Moorish accents, reclaimed wood, and organic elements. Service is particularly warm, and an even warmer teal-green wood-fired oven in the back turns out deliciously smoked items like crisp falafel topped with chorizo a��oli. A summer squash salad with heirloom tomatoes, fried bread, and feta offers an inspired blend of Greek and Tuscan flavors, and Bomba rice with braised fennel, piperade, chicken, and prawns is a fluffy take on paella. For a party in your mouth, finish with the caramel syrup-spiked flan Catalan.",Mediterranean,"3407 Lakeshore Dr., Oakland 94610",37,CA,4.8,$$$,Mediterranean
Huxley,0,"Tattooed industry types can't get enough of this itsy-bitsy Tenderloin bistro, where the industrious young chef prepares every plate herself in the slip of a kitchen. With its warm wood surfaces, art deco accents, and vintage etched mirrors, it's an engaging place to pull up a counter seat-you'll feel like she's cooking just for you. The menu is all about high-quality American comfort fare, like avocado toast with a creamy uni mousse and umami-rich nori powder; tender, caramelized pork belly tossed with sprouted lentils and pea tendrils; and a superb chicken pot pie, its flaky, buttery crust infused with black pepper. Desserts are limited, but a simple buttermilk-vanilla ice cream with caramelized honeycomb candy hits all the right notes.",American,"846 Geary Blvd., San Francisco 94109",37,CA,4.7,$$$,New
Babushka,0,"Home to the best Russian food this side of Moscow, this Walnut Creek fixture has been a local favorite for two decades. Don't be misled by the deli of the same name in front-a door inside will transport you to a lovely white-tablecloth dining room, complete with charming servers and a full wine selection. Rib-sticking classics are all perfectly executed here. Buttery and super-crispy chicken Kiev is made to order; thick borscht brims with rich beet flavor; beef stroganoff is an aromatic delight; and pork- and beef-stuffed pelmeni dance in an herbaceous broth. Keep your eye out for the refrigerated case of gorgeous, house-made desserts. But, if you're too full, be sure to take home a slice or two of their insanely delicious Napoleon sheet cake.",Eastern European,"1475 Newell Ave., Walnut Creek 94596",37,CA,,,
Aster,1,"Fine dining SF-style means hip soundtracks, spare spaces, and going to dinner in jeans, but this newcomer makes all of those trappings seem cool, never forced. Set in a quiet, residential corridor of the Mission, Aster's caramel-colored banquettes, wood tabletops, and strands of LED lights make for a studied, yet casual vibe. This is the kind of place where even the attentive, hospitable service manages to feel laid-back, but getting in will require some effort-If you can't score a reservation, line up early to snag a walk-in table. Start with an aperitif as you peruse Chef Brett Cooper's elegant menu, which deftly interplays sweet, tangy, earthy, and salty elements in dishes like blanched asparagus with egg yolk, grilled spring onions, and shreds of ham hock. Packets of black cod, wrapped in chard leaves and steamed until tender, arrive in a complex, smoky bone broth, while deliriously rich pork head croquettes are balanced by a zippy arugula salad with blood orange kosho. Aster's light food makes it easy to save room for the excellent desserts, including a decadent and refreshing beet-and-blood orange cr̩meux, or a raspberry meringue with just a hint of Sichuan peppercorn.",Californian,"1001 Guerrero St., San Francisco 94110",62,CA,4.6,$$$$,New
Swaad,0,"Indian transplants have quickly cottoned on to this ultra-authentic spot, whose dishes are jam-packed with flavor and liberally seasoned with herbs and spices that aren't toned down for Western palates. The space is simple and nondescript with yellow walls and stark furnishings, but no one seems to mind: they're just here for the food. On that point, the kitchen delivers, with perfectly crispy vegetable samosas loaded with potatoes and green peas, creamy chicken korma full of tender vegetables and pungent spices, and massive rounds of naan stuffed with shredded cauliflower. Don't miss their flavorful, spicy seekh kebabs featuring ground lamb and presented on a smoking-hot iron skillet with tomatoes, peppers, and onion for terrific contrast in texture.",Indian,"498 N. 13th St., San Jose 95112",37,CA,,,
Zola,0,"A Palo Alto sparkler, Zola has already charmed its way into diners' hearts via a seductive French bistro menu with Californian flair. Whether you're spreading smoky salmon rillettes on toasted artisan levain, twirling pillowy caramelized ricotta gnocchi into the yolk of a soft-cooked egg in brown butter, or tucking into exquisite roasted pork loin and belly over Brussels sprouts and apple, you're sure to fall hard for the food. The stylish space updates a few classics (wood tables, bistro chairs, pressed ceilings) with a dark teal color scheme and enticingly low lighting, and the well-chosen wine list is equal parts Gallic and Golden State. Cr̬me caramel for dessert may be traditional, but it's also perfectly golden-brown and decadently creamy.",French,"565 Bryant St., Palo Alto 94301",37,CA,,,
Dragon Beaux,0,"This Richmond Chinese newbie has a split personality that food fiends will adore: by day, it offers dim sum delights from the same owners as Daly City's acclaimed Koi Palace, while at night, it segues into spicy hot pot offerings. The dramatic, over-the-top space is lively in any light, thanks to its lit stone pillars, dark wood furnishings, and soaring ceilings. Dim sum seekers will have to take a number and wait (only parties of eight or more can reserve), but the rewards are numerous-think fluffy-sweet-smoky-salty barbecue pork buns, tender crab roe-topped siu mai, and exquisite roasted pork belly with crackly skin. Classic and ultra-flaky egg custard tarts and crunchy sesame balls offer a sweet finish, and pair nicely with the fragrant jasmine tea.",Chinese,"5700 Geary Blvd., San Francisco 94121",37,CA,,,
Sam's Social Club,0,"Despite its historic Spanish colonial look, this easygoing restaurant at Calistoga's Indian Springs Resort is actually a newcomer. Named for resort founder Samuel Brannan, it boasts a sizable lounge full of comfortable couches and bright murals, a Mission Revival dining room with a stylish country-Western vibe, and a big patio, complete with a geyser-fed water feature. The unpretentious atmosphere extends to the plates, from a lively gazpacho made from fresh local tomatoes and endowed with plenty of jalape̱o bite to a delectable seared chicken paillard with rosemary Hollandaise as well as a potato-and-green bean salad. Napa tourists have already caught on: you'll find them happily sharing bottles of wine and digging into plates of strawberry-rhubarb crisp.",American,"1712 Lincoln Ave., Calistoga 94515",37,CA,4.5,$$$,American
Shizen,0,"At first glance, this stylish izakaya and sushi bar could be another in a line of similar places that dot the San Francisco landscape, were it not for a major twist: everything on the menu is vegan. Purists and die-hard carnivores may scoff, but the food is exceptional, skillfully manipulating vegetables and starches to recreate seafood-centric Japanese favorites. Spicy tuna gets a run for its money from the impressive spicy tofuna rolls, with chili-inflected minced tofu and cucumber crowned with creamy avocado and dusted in chili ""tobiko."" A yuba salad with miso dressing and tempura-battered shiitake mushrooms stuffed with faux-crab are equally compelling. Throw in a sleek, contemporary setting, and Shizen is a winner for eaters of all stripes.",Vegan,"370 14th St., San Francisco 94103",37,CA,,,
Delizie,0,"The name of this Southern Italian gem means ""delicious,"" and its authentic fare delivers on the moniker. All credit goes to the owner, a native of Calabria who works hard to ensure that the welcome here is as warm and the house-made pastas as delectable as those of the Old Country. Settle in under the twinkling chandeliers in the intimate space-nestled in the heart of San Carlos just steps from the Caltrain station-then summon a plate of perfectly cooked pappardelle in a tomato-kissed wild boar rag�_. Move on to an indulgently cheesy gratin of baked cauliflower (under its crisp breadcrumb topping lies a touch of cream sauce), before finishing with bittersweet cappuccino mousse, served over coffee sponge cake and crowned by a chocolate-coated coffee bean.",Italian,"1107 San Carlos Ave., San Carlos 94070",37,CA,,,
Trabocco,0,"Big-city style and rustic Italian authenticity combine to create magic at this Alameda favorite, which is owned by a native of Abruzzo. Its location in a shopping center isn't the greatest, but the sleek and sophisticated dining room and spacious front patio are transporting enough that you won't mind. Also of assistance: killer cocktails starring Alameda craft distiller St. George Spirits. The hearty food is a true taste of Italy, with lovingly hand-made dishes like chitarrine pasta swirled with a tender, tomato-flecked rabbit rag�_. The massive wood-grilled pork chop is smoky, juicy, and accompanied by tender-crisp broccoli rabe. And for dessert, an airy zabaglione, delicately infused with a hint of Marsala, is served with fresh strawberries.",Italian,"2213 South Shore Center, Alameda 94501",62,CA,,,
Orexi,0,"Nestled away from the hustle and bustle in charming, village-like West Portal, Orexi offers a future-perfect twist on the classic Greek taverna. The long, narrow space, with its rustic wood beams, wood furnishings, and oversized mirrors, has a contemporary vibe that contrasts nicely with the homey food. The lunch menu is full of light, yet satisfying dishes, like a Greek salad packed with crunchy cucumber, ripe tomato, and tangy feta. A juicy, well-seasoned lamb burger is topped with goat cheese, tomato, and crunchy red onion. Dinner is heartier with moussaka, slow-braised lamb shank with orzo, and lamb chops among other options. At either meal, be sure to sample the kataifi, a baklava-like phyllo pastry filled with chopped toasted almonds.",Greek,"243 W. Portal Ave., San Francisco 94127",37,CA,4.2,$$,Greek
Rusty's Southern,0,"In the hard-charging techie wilds of San Francisco, homesick transplants can find Southern comfort at this Tenderloin newbie, which eschews fine-dining frills for rib-sticking simplicity. Its environs are a bit sketchy after dark, but that doesn't deter the young and stylish crowds, who swill craft beers at the front bar and congregate in groups in the casual, wood-accented dining room. Rustic and homey treats arrive in abundant portions: tangy, smoky Brunswick stew is loaded with pork, chicken, collards, lima beans and tomatoes, while expertly brined fried chicken is encased in a crunchy, golden-brown breading. For a snack, the fluffy fried hush puppies come equipped with a decadent pimento-ranch dipping sauce, and pair nicely with an icy sweet tea.",Southern,"750 Ellis St., San Francisco 94109",37,CA,4.5,$$,Southern
Taqueria San Bruno,0,"If you're willing to forgive its divey, industrial location in San Bruno's auto-repair corridor, this taqueria will reward you with flavor-packed food that's worthy of the largely Mexican clientele that congregates here at lunchtime. Expect to sit elbow-to-elbow with them at communal tables, where options range from authentically Mexican to delightfully Americanized (hello, hefty super burritos). Every type of taco served here is perfection-from fresh, plump marinated shrimp to sweet, caramelized al pastor. The superior chicken enchiladas sub smoky grilled chicken for the traditional boiled variety, then get added zest from a garlicky red chile sauce. Throw in warm, well-salted tortilla chips and piquant salsa, and you'll be a happy camper.",Mexican,"1045 San Mateo Ave., San Bruno 94066",18.5,CA,,,
Carmel Pizza Company,0,"Don't let the touristy Fisherman's Wharf address keep you from visiting as this ruby-red gem serves delicious wood-fired Neapolitan pies that belie its environs. (And in a bid to draw more patronage, the popular spot has covered and heated its rather special patio, a godsend on chilly afternoons.) With eight to ten daily pies to choose from, there's something for everyone. Bring the kids and go to town on the zesty Diavola, topped with spicy salame, minced pepperoncini, and crisp arugula, or try the classic Americana, a tasty mix of ham, onion, sausage, mushrooms, and black olives. And the crust? Oh, the crust: it's thin, chewy, and well salted, with blistered, perfectly caramelized edges. Why should out-of-towners get to have all the fun?",Pizza,"2826 Jones St., San Francisco 94133",18.5,CA,4.3,$,Pizza
Cockscomb,0,"Carnivores will thrill to the offerings at this newcomer from offal-loving Top Chef Masters champ Chris Cosentino. And, largely because it doesn't shy away from aggressively rich fare like wood-grilled bruschetta topped with uni butter, sweet Dungeness crab, and buttery lardo; or smoky butterflied roast quail in a rich, salty tetrazzini gravy. Even veggie-centric celery Victor gets a meaty spin, its tangy vinaigrette accented by crisp chicken-skin chicharr�_nes. Thanks to the hearty menu and location in a tech-centric corridor, Cockscomb draws a mostly male crowd that packs in for shellfish platters and intense, boozy cocktails named for SF landmarks. Laid-back, yet attentive service and a soaring, industrial space make it the very picture of a hot spot.",American,"564 4th St., San Francisco 94107",62,CA,,,
Tycoon,0,"Its location in the gritty Tenderloin doesn't offer much in terms of ambience, but this Thai newcomer makes up for it with flavorful, fragrant cooking that's a cut above the standard pad Thai racket. You'll swoon for the utterly perfect sai ua, juicy, smoky pork sausages bursting with the aromas of makrut lime, lemongrass, and chili, and the delectable pad ped, a spicy coconut-milk curry loaded with piquant green peppercorns, tender tofu, eggplant, and bell pepper. For true culinary adventurers, there's a small selection of Laotian dishes, like pad mee lao or thin rice noodles with chicken, fresh mint, and a splash of earthy black bean sauce. Also notable is the unusual and authentic drink selection, which includes vibrant pandan and chrysanthemum juices.",Thai,"620 O�۪Farrell St., San Francisco 94109",18.5,CA,,,
Yi Yuan,0,"Millbrae boasts no end of Chinese restaurants, but this fire-hot spot stands out for its tasty Sichuan-style dishes laden with chilies, peppercorns, and chili oil, as well as its attempts to bring some decorative polish to the oft-dumpy area landscape. Sure, the faux-pagoda ceilings and strings of red lanterns are a bit tacky, but the food is worth it. Try to score a table near the glass-enclosed kitchen, where you can watch a cook expertly hand-pull the chewy, thick noodles in your dan dan mien, a spicy blend of ground pork and chili paste. Fatty, rich smoked pork is saut̩ed with leeks, garlic, and plenty of spice, just as crispy, tongue-numbing Chongqing chicken arrives under a pile of still more peppers. If you like your food fiery, look no further.",Chinese,"1711 El Camino Real, Millbrae 94030",37,CA,,,
Tin Vietnamese,0,"The modern atmosphere at this hip downtowner might conjure thoughts of misguided fusion fare, but rest assured: when it comes to food, Tin is as traditional as it gets. Nonetheless, the dark wood walls, sleek glass pendant lights, and rich wood furnishings are a welcome change, making the spot a draw for groups residing far beyond its gritty, largely industrial neighborhood. High-quality ingredients are the secret that sets this kitchen's cooking apart-from crunchy threads of banana blossom tossed with fried eel, shallots, peanuts, and herbs, to smoky soy-lemongrass pork shoulder atop rice noodles with a spicy lime-chili dipping sauce. Throw in some crunchy imperial rolls and garlicky, peppery wok-tossed shaking beef, and you'll have an affordable feast.",Vietnamese,"937 Howard St., San Francisco 94103",37,CA,,,
Octavia,1,"Chef/owner Melissa Perello, already a local culinary personality with Frances, shines even brighter at this new sequel in the tony Lower Pacific Heights neighborhood. Packed with a dynamic and diverse group of diners, the airy and open space is designed with a minimalist-chic eye, from the white-tiled kitchen to those raw-wood benches lined with wool-encased pillows. Service is enthusiastic and genuinely hospitable. Chef Perello has a gift for elevating straightforward dishes through the use of pristine ingredients and technique, and her magic is in full force here with dishes like golden saffron fettuccine twirled with caramelized garlic, wilted fennel, and roasted tomatoes. Luscious roasted king salmon with fingerling potatoes in a dill-infused cr̬me frąche sauce may seem basic, but in her hands, it's anything but. Even a simple grilled toast, with warm, creamy house-made ricotta and charred spring onion, is revelatory. At Octavia, the golden touch extends to the exquisite desserts, which might include a nectarine ""float"" with nectarine ice cream and soda, mint, and lavender, and the thoughtful wine list brims with unusual options. With food and furnishings this captivating, tables fill early, so be sure to reserve well in advance.",Californian,"1701 Octavia St., San Francisco 94109",62,CA,4.5,$$$$,New
INDO,0,"The elite meet to eat at this smart, stylish Indonesian restaurant in the heart of Palo Alto, where deals are done over lunch and tech tycoons (including a big name or two) slip in unnoticed for a quiet, pretension-free family meal. At early-evening happy hours, single minglers hit the sizable bar and lounge for cocktails and industry gossip. This kitchen's fare is best described as boldly flavored comfort food, whether that includes crunchy calamari with Makrut lime a��oli and galangal cocktail sauce, or sticky-sweet Indonesian-style ribs so tender, they're practically falling off the bone. Be sure to request a seat on the airy brick patio, where a trickling fountain, trellis, and heat lamps create a relaxing space to savor coconut fried rice or green vegetable curry.",Indonesian,"3295 El Camino Real, Palo Alto 94306",37,CA,,,
Californios,1,"In contrast to the bohemian posture of its neighborhood, this sterling debut by Chef Val M. Cantu is a luxurious oasis. A gleaming open kitchen and burnt caramel-hued banquettes pop against the dark lacquered walls, while sparkling chandeliers and shelves of cooking and design books further punctuate the upscale look of this intimate room. You'll feel as though you're dining in a chef's private atelier, complete with a polished, professional, and tight-knit staff that delivers truly impressive service. While the feast set forth by Chef Cantu is inspired by Mexican flavors, it is modern Californian at its foundation. Produce plucked from nearby farms are transformed into stimulating bites to begin this tasting menu; highlights from which have included delicious interpretations of menudo featuring fresh raw hamachi slices doused with a succulent tripe broth; and esquites that top a creamy sweet corn pudding with charred kernels and decadent Santa Barbara uni. Fourteen-day dry-aged Wagyu ribeye cap is grilled over the binchotan and served with charred onion, dabs of avocado pur̩e, tomatillo salsa, as well as puffy, griddled sourdough tortillas. And for dessert, if the sound of foie gras-and-coffee ice cream drizzled with cajeta seems crazy, just trust us-it's brilliant.",Fusion,"3115 22nd St., San Francisco 94110",112.5,CA,4.8,$$$$,Mexican
Liholiho Yacht Club,0,"This charming, highly personal newcomer delightfully reflects Chef/owner Ravi Kapur's patchwork upbringing-blending Hawaiian, Indian, Asian, and Californian influences into its own unique cuisine. Blue entryway tiles spelling ""ALOHA"" lead to a bustling bar, a sunny-yellow exhibition kitchen, as well as a sleek dining room, all attended to by exceptionally hospitable servers. A refreshing Clifton special cocktail (with genever and coconut water) is the perfect counterpart to intriguing snacks like silky tuna poke atop crunchy nori crackers, smoky beef tongue wrapped in fluffy clamshell buns, and Flintstone-sized beef ribs in a sweet-spicy red chili sauce. Be sure to save room for the tangy, dense cardamom cheesecake with pistachio and Cara Cara oranges.",Hawaiian,"871 Sutter St., San Francisco 94109",62,CA,4.6,$$$,Californian
Bradley's Fine Diner,0,"Like a grown-up greasy spoon, this newcomer from award-winning chef, Bradley Ogden, updates American favorites with quality ingredients and a dash of creativity. A delightful riff on Buffalo wings pairs crispy chunks of pork belly with a luscious Maytag blue cheese souffl̩, while free-range chicken breast arrives moist and juicy, accompanied by a squash-centric panzanella. A piping-hot apple cobbler and killer butterscotch pudding are some of the stars on the dessert menu. The sizable space has hip touches that appeal to the crowd of affluent Atherton locals, like a wood art piece embedded with chef's knives, a glowing neon sign, and wraparound porches for warm nights. For a classy yet unfussy night out, Bradley's is a fine choice indeed.",American,"1165 Merill St., Menlo Park 94025",62,CA,4.2,$$$,Californian
Walia,0,"Authentic Ethiopian flavors are delivered without pretense at this easygoing, affordable restaurant, housed in a strip mall just off Bascom Avenue. Though the space is basic, the service is friendly and it's casual enough for kids in tow. Start things off with an order of sambussas, fried dough triangles filled with lentil, onion, and chilies. Then choose from an all-meat, all-veggie, or mixed selection of tasty Ethiopian stews, like tibs firfir featuring lamb in a garlicky berbere sauce) dolloped on spongy, flaky injera. Vegetarians will particularly love dining here, as all of the plant-based options including alicha wot or split peas in turmeric sauce, shiro (spiced chickpeas), and gomen (wilted collard greens with onion and spices), are big winners.",Ethiopian,"2208 Business Cir., San Jose 95128",18.5,CA,,,
STEM Kitchen &amp; Garden,0,"Plenty of restaurants boast about their garden-fresh menus, but this Mission Bay freshman means business: most of its ingredients come straight from the raised garden beds on the rooftop patio, which also double as decorative elements. With its buzzing bocce courts and stunning fire-pit seating overlooking the Bay, it's already become a favorite among the staff at the nearby UCSF complexes. Simple, delicious food is the order of the day. A salad of garden lettuces in Meyer lemon vinaigrette is delicate and bright, while a blistered pizza comes loaded with broccoli de ciccio, guanciale, and mozzarella. Piquant berbere-spiced chicken plays surprisingly well with a tangy kale Caesar, and the tart, creamy, unmissable Meyer lemon verrine is like spring in a glass.",Mediterranean,"499 Illinois St., San Francisco 94158",37,CA,,,
Rose Pistola,0,"A new chef has enlivened the menu at this longtime North Beach spot, which stands out from the Disneyland-like crowd of tourist-baiting Italian restaurants along Columbus Avenue. The kitchen can satisfy the pasta-and-wine grind, but it's capable of a lot more. Perfectly tender and crisp-fried calamari gets a punch from an almond salsa verde dip, garlic-saut̩ed fresh spinach is bright and delicate, and the pan-fried chicken Milanese is a crisp, well-seasoned work of art. Rose Pistola is also a cut above in terms of d̩cor, thanks to huge front windowpanes, subdued mosaic-tile floors, and a large, dark wood bar. Linger over a slice of buttery, cream-filled sacripantina cake, and engage in some great people-watching on the busy thoroughfare outside.",Italian,"532 Columbus Ave., San Francisco 94133",37,CA,3.8,$$$,Italian
Bounty Hunter,0,"California cowboys will want to post up at downtown Napa's fun fusion of a barbecue joint and wine bar. Large and well-lit, with taxidermy hung from the brick walls, country music on the playlist, and a striking saloon-like fa̤ade, this is a cool and unpretentious hangout. If you're not all tasted out, Bounty Hunter's ""wine slingers"" will be happy to recommend something from the list of wines by the glass-there are forty!-available as two ounce pours, a flight, or for purchase. As for the food, wildly flavorful dry-rubbed St. Louis-style ribs practically fall off the bone, and three house-made sauces provide plenty of pep. Delicious shrimp and scallop ceviche tostadas are a fun south-of-the-border option with zippy acidity and creamy avocado.",American,"975 First St., Napa 94559",37,CA,,,
Prabh,0,"Located in a converted house and a welcome addition to Mill Valley's dining scene, this casual yet stylish Indian restaurant is a cut above the rest. South Asian art and sculpture, fresh flowers, and copper accents add splashes of color to the mahogany furnishings and granite tabletops, while the glass-enclosed front porch is a sunny spot to enjoy an easygoing lunch, kids included. Bring a group and explore the menu family-style, as you won't want to miss the tender, well-spiced, and garam masala-redolent lamb rogan josh or the sizzling kebab of chicken tikka in its tangy, delectable yogurt marinade. Flaky samosas filled with a flavorful blend of potatoes, peas, caramelized onions, and served with a trio of tasty chutneys, are quite perfect.",Indian,"24 Sunnyside Ave., Mill Valley 94941",37,CA,,,
Kitchen Istanbul,0,"This cheerful Inner Richmond spot has retained the chef, managing team, and d̩cor of previous occupant Troya, but taken its menu in a more exclusively Turkish direction. The results-like a sublime lentil soup richly pur̩ed and made slightly tart with lemon, or a juicy, perfectly grilled duo of lamb meatballs over basmati rice-will transport you to the Aegean sea. A Mediterranean oasis surrounded by dozens of Chinese restaurants, Kitchen Istanbul is bright and well-lit with red walls donning sleek black-and-white framed photos. The friendly staff is quick to recommend an unusual Turkish wine; if you're willing to put yourself in their hands, they're also happy to whip up a mini tasting menu of highlights, from creamy hummus to briny sardines.",Turkish,"349 Clement St., San Francisco 94118",37,CA,4.1,$$,Turkish
Flavas Jamaican Grill,0,"South San Francisco has never been a restaurant hot spot, but this rookie could be a sign of things to come. The secret is already out with local residents and Genentech employees, who fill the casual space for its good food, gracious service, and soundtrack of reggae beats. Flavas is simply decorated with basic furnishings and ocean-themed art, but its appeal is right there in the name. Authentic dishes brim with herbs, garlic, and Scotch Bonnet peppers, like the smoky, boldly spiced jerk chicken with caramelized fried plantains; or the fork-tender curried goat stew with coconut milk and chilies. Don't forget to keep an eye out for the intriguing daily specials, which can include jerk shrimp and snapper, saltfish and ackee, and other island favorites.",Caribbean,"314 Linden Ave., South San Francisco 94080",18.5,CA,,,
Myriad,0,"Not sure what to eat tonight? Bring your indecision and your appetite to this globe-trotting gastropub, which turns out skillfully prepared dishes from across cultures. Whether you're feeling like a dose of Moroccan (roasted lamb sandwich with tomato jam and feta), Mexican (cochinita pibil), French (farm toast with fromage blanc and roasted plums), Italian (ricotta zeppole with caramel sauce), or any combination of the above, there's a dish that's sure to satisfy. And, there's also a selection of beer and wine to match every delightful bite. A new arrival to the Mission, Myriad sprawls over two long, narrow rooms, where hipster couples and families with kids trade bites of the shareable dishes. If you're paralyzed by choice, friendly servers are happy to lend a hand.",International,"2491 Mission St., San Francisco 94110",37,CA,,,
Amoura,0,"In largely underserved South San Francisco, the arrival of this spacious Mediterranean spot was cause for celebration. With lots of tile and stonework, its polished vibe can run a bit corporate-but that's ideal for the large local office crowd who pack it at lunchtime. (Dinner, on the other hand, can be a bit sleepy.) Here, classic Mediterranean dishes come with modern twists: tender, smoky grilled lamb skewers are draped over tabbouleh with butternut squash and arugula, while a perfectly cooked roast chicken is drizzled with garlicky basil pesto. The notable drink menu includes a wine list rich with unusual Lebanese and Croatian vintages, as well as an impressive selection of arak, an anise-flavored liquor popular in the Middle East.",Mediterranean,"713 Linden Ave., South San Francisco 94080",37,CA,,,
Happy Sichuan,0,"The closure of several top Sichuan spots have saddened Peninsula diners in recent years, but newcomer Happy Sichuan is a worthy successor. Simply and minimally decorated, it won't win prizes for looks or surroundings (it's housed in a Millbrae strip mall), but servers are friendly and flavors appropriately bold. Skip the milquetoast Americanized dishes and head straight for the menu's ""Specialties"" section, where you'll encounter the absolutely enormous hot pot-a flavorful, rich broth full of beef, chicken, lamb, and soft tofu. The magic chicken earns its name thanks to a crisp, chili-inflected coating, and the spicy cold wheat noodles with cucumber are a delight. With fiery fare this good and plentiful, you're sure to leave, well, happy.",Chinese,"1055 El Camino Real, Millbrae 94030",37,CA,,,
Belga,0,"Belgian brews and bites are the cornerstones of this new recruit in the former Caf̩ des Amis, which has kept its brasserie look but pivoted from Paris to Brussels. All the classics are accounted for: well-salted frites with garlic a��oli; bowls of mussels; and of course, house-made sausages-try the combo board, which comes with andouille, boudin noir, boudin blanc, and currywurst, not to mention a generous bowl of spaetzle. Flatbreads and salads round things out. The Euro-caf̩ vibe is fun with red banquettes, classic bistro chairs, and marble floors to complement the big beer selection (both European and domestic) and cocktails. Young Marinaites have, understandably, caught on quickly: the bar and dog-friendly patio are constantly abuzz.",Belgian,"2000 Union St., San Francisco 94123",37,CA,4,$$$,Belgian
Il Casaro,0,"In a sea of too-touristy Italian joints, Il Casaro is the rare North Beach spot that delivers the goods: Neapolitan-style pizza cooked to crispy perfection in a bright red wood-fired oven. Whether you opt for the classic Margherita or the zippy diavola (with spicy salami and Calabrian chiles), you're sure to achieve carbohydrate bliss. Throw in an antipasto or salad and a silky panna cotta with raspberry coulis, and you're all set-at an affordable price, to boot. Il Casaro's space is simple but hip, with reclaimed wood, polished concrete floors, and utensils in empty San Marzano tomato cans. Don't expect more than cursory service, as the restaurant is always packed and doesn't take reservations: waits can run an hour or more at peak times.",Pizza,"348 Columbus Ave., San Francisco 94133",37,CA,4.7,$$,Italian
Mitsunobu,0,"This tiny, nondescript spot may seem a bit plain amidst the ritzy shops and restaurants of Menlo Park but it's well worth checking out for authentic Japanese fare. The top-notch nigiri selection includes sweet, creamy ebi, ultra-fresh uni, and buttery scallops, while a small offering of seasonal maki includes a ""spring roll"" packed with salmon, shrimp, squid, striped jack, and avocado, then topped with Japanese ""Hollandaise."" Time-pressed lunchers should opt for the affordable prix-fixe sets with sashimi or chirashi, while a more luxurious experience can be had in the evening, when a seasonal kaiseki is offered alongside the �� la carte menu. Sweet, professional service at all times only adds to Mitsunobu's hidden-gem vibe.",Japanese,"325 Sharon Park Dr., Ste. 2a, Menlo Park 95024",62,CA,,,
Orchard City Kitchen,0,"Jeffrey Stout, who made his name at Alexander's Steakhouse, is at the helm of this international small-plates spot, which has already been getting a level of buzz that radiates far beyond its shopping-center environs. Polished yet casual with a big front bar and patio, it's best enjoyed with a group-so come prepared to max out the menu. Kick things off with a cocktail; then get ready to savor a dizzying array of great dishes, including Sichuan dumplings stuffed with lobster and bathed in chili oil, crunchy nuggets of sweet-and-spicy Korean fried chicken, or Hawaiian-style hamachi crudo with pineapple and macadamia nuts. A rotating soft-serve special, like banana with candied walnuts and chocolate pearls, is a fun finish to this lively meal.",International,"1875 S Bascom Ave., Ste. 190, Campbell 95008",37,CA,,,
